Tweets,Classification path,Level 1 label,Level 1 probability
2017-11-27 22:18:51 Fox News mistakenly notes passing of President Jimmy Carter https://t.co/9ea1L1IfrV #Nets #NBA https://t.co/pGr80ZKfEc,/Negative/,Negative,0.41
2017-11-27 22:11:05 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.549
2017-11-27 22:10:38 I'll be at the Nets game tonight in Houston and half the team is hurt _Ÿ™ƒ So many guys I wanted to see play live.. Noâ€_ https://t.co/wri1IGLo4X,/Negative/,Negative,0.472
2017-11-27 22:08:05 #Nets searching for new head showing technician as the old one has been moved to Head Scout after his amazingâ€_ https://t.co/W1iUv0SA2m,/Negative/,Negative,0.491
2017-11-27 22:06:15 [Sporting News] Grizzlies fire coach David Fizdale amid losing streak https://t.co/byq0gbhQ9u #Nets,/Negative/,Negative,0.491
2017-11-27 21:59:17 What is YOUR New York team thankful for this year? I have you covered! Click below and take me on your drive home tâ€_ https://t.co/7cTl0mFHgy,/Negative/,Negative,0.44
2017-11-27 21:53:12 RT @BillyReinhardt: The biggest reason to be confident about the #Nets prospects moving forward https://t.co/cnc4rX0w3R,/Negative/,Negative,0.518
2017-11-27 21:51:51 That lost to the #nets and #Gasol bitching killed the #Grizzlies coach. 8 game losing streak,/Negative/,Negative,0.44
2017-11-27 21:51:39 The biggest reason to be confident about the #Nets prospects moving forward https://t.co/cnc4rX0w3R,/Negative/,Negative,0.539
2017-11-27 21:50:19 PJ Carliesmo had a streak of games where Andray Blatche played over Lopez in the 4Q. #Nets center kept any complaints in-house.,/Negative/,Negative,0.658
"2017-11-27 21:45:07 With 8 #NBA games going on Monday night, @2Hats1Mike  joins @chrismeaney  to share some favorite @NBAFantasy  picksâ€_ https://t.co/L1XHZATEaV",/Negative/,Negative,0.387
2017-11-27 21:43:12 So the #Nets are now out here destroying other teams. Wow.,/Negative/,Negative,0.524
2017-11-27 21:39:01 The #Nets were the straw that broke the camel's back for Fizdale. #Grizzlies fire him today. #CantLoseToTheNets,/Negative/,Negative,0.534
"2017-11-27 21:38:09 RT @GNYR_82: #Nets fans are not going to be happy about this article. But, you canâ€™t pay everyone &amp; Marks needs to do whatever he can to imâ€_",/Negative/,Negative,0.584
2017-11-27 21:37:58 RT @GNYR_82: #Nets are on pace to win 30 games.,/Negative/,Negative,0.653
2017-11-27 21:37:45 RT @GNYR_82: Itâ€™s unbelievable how the #Nets get injured all the time. Why???????????????????,/Negative/,Negative,0.586
"2017-11-27 21:34:20 [SB Nation: Nets Daily] Injury report: Crabbe, RHJ, Russell OUT against Houston; Carroll questionable https://t.co/1j4JjlyZ0U #Nets",/Negative/,Negative,0.501
2017-11-27 21:34:20 [SB Nation: Nets Daily] Would Sean Marks trade Spencer Dinwiddie? https://t.co/8lZK8SldsR #Nets,/Negative/,Negative,0.578
2017-11-27 21:32:45 I assume this means Mike D'Antoni is coaching for his job tonight. #Nets #CoachKillers #WeGoHard https://t.co/wG9JybaeD8,/Negative/,Negative,0.435
2017-11-27 21:32:10 Grizzlies losing to the #Nets was the last straw - what a powerful team!,/Negative/,Negative,0.538
2017-11-27 21:27:26 Any trade that #Cavs can do is a 95% no from me that involves the #Nets 1st round pick. Marc Gasol possibly could bâ€_ https://t.co/mSyRouW8gB,/Neutral/,Neutral,0.645
"2017-11-27 21:26:02 Get beat by the #Nets, get fired... https://t.co/NsmT1wjK87",/Negative/,Negative,0.554
2017-11-27 21:25:51 Damn guess losing to the #nets is that bad https://t.co/b86QEQmPid,/Negative/,Negative,0.558
2017-11-27 21:24:51 @wojespn The #Nets helped get Fizdale fired _Ÿ˜_,/Negative/,Negative,0.669
"2017-11-27 21:10:42 RT @NYPost_Lewis: Injured Dâ€™Angelo Russell made the road trip w/ his #Nets teammates, saying itâ€™s important for team chemistry to have everâ€_",/Negative/,Negative,0.552
2017-11-27 21:10:03 RT @otgbasketball: ICYMI: All In On D'Lo - https://t.co/6FoUvVXsJD #NBA #Nets #DLo https://t.co/SuZNXSZ2oa,/Negative/,Negative,0.425
"2017-11-27 21:09:45 RT @NYPost_Lewis: #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (sore lowerâ€_",/Negative/,Negative,0.582
2017-11-27 20:58:39 Hoy #NBA ,/Negative/,Negative,0.489
#Cavaliers vs #76ers 21.00,/Neutral/,Neutral,0.556
#Magic vs #Pacers 21.00,/Neutral/,Neutral,0.707
#Pistons vs #Celtics 21.30,/Neutral/,Neutral,0.665
#TrailBlazers vs #Knicks 21â€_ https://t.co/3o8jVT3sQp,/Neutral/,Neutral,0.577
"2017-11-27 20:54:56 #Nets fans are not going to be happy about this article. But, you canâ€™t pay everyone &amp; Marks needs to do whatever hâ€_ https://t.co/aopvg6d2J0",/Negative/,Negative,0.517
2017-11-27 20:52:13 [Fansided: From Russia With Dunk] Brooklyn Nets vs. Houston Rockets game preview and predictions https://t.co/LF0c1oiK41 #Nets,/Negative/,Negative,0.362
2017-11-27 20:52:13 [Fansided: From Russia With Dunk] The Brooklyn Nets could find offseason success once healthy https://t.co/ZmM8ESssKH #Nets,/Negative/,Negative,0.523
2017-11-27 20:48:05 #Nets injury report feels like â€œIâ€™m sick.â€ù https://t.co/d18UYMKlTN,/Negative/,Negative,0.512
2017-11-27 20:48:00 ICYMI: All In On D'Lo - https://t.co/6FoUvVXsJD #NBA #Nets #DLo https://t.co/SuZNXSZ2oa,/Negative/,Negative,0.406
2017-11-27 20:38:14 [Fansided: Hoops Habit] Brooklyn Nets need consistent scoring from Spencer Dinwiddie https://t.co/voxEvuQoRc #Nets,/Negative/,Negative,0.6
2017-11-27 20:38:11 @JetsMetsSouth The #Nets canâ€™t keep everyone.,/Negative/,Negative,0.581
2017-11-27 20:31:10 RT @Brook_Lin_Com: New: How To Net The Win: Brooklyn Nets vs. Houston Rockets 11-27-17 - https://t.co/gHWjmaXV3B #Nets #WeGoHard,/Negative/,Negative,0.414
2017-11-27 20:31:05 Scott Stringer report shows MTA 'neglected' city buses https://t.co/QmIUBswtyy #Nets #NBA https://t.co/p30Ac3I6kW,/Negative/,Negative,0.42
2017-11-27 20:31:04 RT @Brook_Lin_Com: New: Nets vs Grizzlies Notes and Observations: 11/26/17 -,/Negative/,Negative,0.521
https://t.co/S4ZmYAHWmT #Nets #WeGoHard,/Neutral/,Neutral,0.721
2017-11-27 20:28:25 RT @HoopsHabit: Brooklyn #Nets need consistent scoring from Spencer Dinwiddie https://t.co/9rzSqajHUu -- @EdEastonJr via @HoopsHabit https:â€_,/Negative/,Negative,0.529
2017-11-27 20:26:00 @GHrinyaNets He is coming to the #Nets. _Ÿ˜‚ _Ÿ˜† _Ÿ˜ù,/Negative/,Negative,0.595
2017-11-27 20:25:58 RT @HoopsHabit: Brooklyn #Nets need consistent scoring from Spencer Dinwiddie https://t.co/9rzSqajHUu -- @EdEastonJr via @HoopsHabit https:â€_,/Negative/,Negative,0.529
2017-11-27 20:21:01 Brooklyn #Nets need consistent scoring from Spencer Dinwiddie https://t.co/9rzSqajHUu -- @EdEastonJr via @HoopsHabit https://t.co/bKKQgDI79K,/Negative/,Negative,0.584
"2017-11-27 20:20:04 With 8 #NBA games going on Monday night, @2Hats1Mike joins @chrismeaney to share some favorite @NBAFantasy picks foâ€_ https://t.co/RfeZzeicmV",/Negative/,Negative,0.387
"2017-11-27 20:08:03 RT @NYPost_Lewis: #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (sore lowerâ€_",/Negative/,Negative,0.582
"2017-11-27 20:05:18 The #Nets have an ORtg that's better than league average for the first time since 2012-13, their first season in Brâ€_ https://t.co/mAC6TYhHpc",/Negative/,Negative,0.462
2017-11-27 20:04:55 Will the #Nets and host #Rockets exceed the projected combined points total tonight at 8PM ET? https://t.co/qcZLb2G4ku,/Negative/,Negative,0.406
2017-11-27 20:03:01 Gameday _Ÿè€,/Negative/,Negative,0.508
âè° 02.00,/Neutral/,Neutral,0.685
_Ÿ“ç Houston,/Neutral/,Neutral,0.479
_Ÿ†_ #Rockets,/Positive/,Positive,0.547
#NetsItalia #WeGoHard #NBA            #Nets,/Neutral/,Neutral,0.594
2017-11-27 19:59:52 Local NBA Pros: 14 of 15 @BrooklynNets Live in the Borough https://t.co/Wp7QRuIhTG  #NBA   #Nets  #Brooklyn   #BarclaysCenter  #BrooklynNets,/Negative/,Negative,0.44
2017-11-27 19:53:58 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.551
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
"2017-11-27 19:52:25 RT @NYPost_Lewis: #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (sore lowerâ€_",/Negative/,Negative,0.582
2017-11-27 19:51:37 [CBS Sports] David Fizdale benching Marc Gasol could be the final tipping point for the Grizzlies - CBSSports. https://t.co/SehCeextwa #Nets,/Neutral/,Neutral,0.631
"2017-11-27 19:48:20 RT @NYPost_Lewis: #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (sore lowerâ€_",/Negative/,Negative,0.582
2017-11-27 19:42:18 [NBA] Brooklyn Nets Players Embracing Life as Brooklynites https://t.co/45GLZDpBQa #Nets,/Negative/,Negative,0.503
2017-11-27 19:28:42 #Nets should be all over this https://t.co/38E6BRmVKg,/Negative/,Negative,0.52
2017-11-27 19:28:03 #Nets injury report for tonight # Houston: Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained rightâ€_ https://t.co/M2qBUlWhtU,/Negative/,Negative,0.498
2017-11-27 19:24:23 #Thunder #suns #Nuggets #Raptors #Nets #Jazz #Celtics #Cavaliers ,/Neutral/,Neutral,0.652
(#Twitter &amp; #Facebook) Support my fund raiser witâ€_ https://t.co/g7iLXHUSTL,/Neutral/,Neutral,0.629
2017-11-27 19:24:10 Spencer Dinwiddie (18 Games),/Negative/,Negative,0.567
@SDinwiddie_25 ,/Negative/,Negative,0.636
Posting Career Highs: ,/Neutral/,Neutral,0.516
MPG - 25.15,/Neutral/,Neutral,0.685
PPG - 11.9,/Neutral/,Neutral,0.685
Per 36 - 17.0 ,/Negative/,Negative,0.471
FGA - 9.â€_ https://t.co/CJv0rJRBQ7,/Neutral/,Neutral,0.451
2017-11-27 19:13:37 [Deadspin] Area Man Plays For The Brooklyn Nets https://t.co/ENXCAlMaUa #Nets,/Negative/,Negative,0.52
2017-11-27 19:13:00 #Google #DeepMind is helping #AI #neural #nets decide how they want to #learn https://t.co/gqbVQ2iKqf,/Negative/,Negative,0.473
2017-11-27 19:12:53 #Rockets play the #Nets tonight! Come watch the game with us! Steak night and beer specials fromâ€_ https://t.co/Klh2gkfEdC,/Positive/,Positive,0.467
2017-11-27 19:09:05 [Elite Sports NY] No big man? No problem: The Brooklyn Nets have a plan https://t.co/bAuJPJtUIv #Nets,/Negative/,Negative,0.538
2017-11-27 19:09:03 #NFL: #Texans @ #Ravens 7:30pm!#NBA: #Nets @ #Rockets 7pm!,/Neutral/,Neutral,0.346
2017-11-27 19:05:11 #NBA Road &amp; Home Full Game #Nets 6-4 ATS 5-5 Overs/Unders #Rockets 4-5 ATS 5-4 Overs/Unders https://t.co/ma8Inx2VZ1,/Positive/,Positive,0.411
"2017-11-27 19:03:52 RT @NYPost_Lewis: #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (sore lowerâ€_",/Negative/,Negative,0.582
"2017-11-27 19:03:43 RT @NYPost_Lewis: #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (sore lowerâ€_",/Negative/,Negative,0.582
"2017-11-27 19:03:25 #Nets shorthanded tonight in Houston. DeMarre Carroll (upper respiratory) is questionable, with Allen Crabbe (soreâ€_ https://t.co/mAFC3x1IRa",/Negative/,Negative,0.541
2017-11-27 18:58:46 RT @ESPNNewYork: Rumor Central: D'Angelo Russell won't rush back to Nets' lineup https://t.co/B7e1afnM1W #Nets https://t.co/m0Mh7Rffv8,/Negative/,Negative,0.647
2017-11-27 18:57:01 RT @nets_fanly: No big man? No problem: The Brooklyn Nets have a plan #Nets  https://t.co/iIJwz5CNHu https://t.co/rP1dR1ri9o,/Negative/,Negative,0.546
2017-11-27 18:55:05 Todays #NBA Ref Assignments #Nets #Rockets 14-23 Overs/Unders  20-18 Favs/Dogs https://t.co/ma8Inx2VZ1,/Negative/,Negative,0.374
"2017-11-27 18:54:34 RT @EmpireWritesBck: The #Nets epitomize the ""Next Man Up"" mentality. #BrooklynGrit https://t.co/1PyWTvdbx1",/Negative/,Negative,0.589
2017-11-27 18:44:46 No big man? No problem: The Brooklyn Nets have a plan #Nets  https://t.co/iIJwz5CNHu https://t.co/rP1dR1ri9o,/Negative/,Negative,0.552
2017-11-27 18:39:04 RT @APOOCH: DeMarre Carroll (upper respiratory) is QUESTIONABLE. #Nets,/Negative/,Negative,0.589
"2017-11-27 18:38:03 RT @BrooklynNets: @Aesj88 @barclayscenter No matter where you are watching from, we're proud to have you both in the #Nets family",/Negative/,Negative,0.57
