Tweets,Classification path,Level 1 label,Level 1 probability
2017-12-02 03:26:52 RT @CoachRabas: To the majority of basketball people in #Wisconsin who would like to see our game move forward with the addition of a #shot…,/neutral/,neutral,0.599
2017-12-02 03:26:01 Take a peek behind the scenes as the #Wisconsin #Badgers prepare for the Big Ten Championship game… https://t.co/9tpjwuNFDR,/neutral/,neutral,0.661
2017-12-02 03:24:31 That view though! 😫😍👌#nofilter #nature #hiking #lakemichigan #wisconsin https://t.co/7m7Iht1T9T https://t.co/AzpqiBIPKd,/neutral/,neutral,0.602
2017-12-02 03:24:29 #B1G Hockey: FINAL,/neutral/,neutral,0.667
#7 #Minnesota-5,/neutral/,neutral,0.52
#14 #Wisconsin-4,/neutral/,neutral,0.556
- Badgers now (2-4-0) this season in 1 goal games.,/neutral/,neutral,0.572
2017-12-02 03:20:41 Need free Lyft rides? We'll show you how enter the offer code BALLY *** Marquette County #Wisconsin,/neutral/,neutral,0.61
2017-12-02 03:20:07 RT @lorilovesparis: Milwaukee through the windows of Turner Hall. First time in this venue last night. What a cool place. #wisconsin # #mil…,/neutral/,neutral,0.651
"2017-12-02 03:18:33 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.496
"2017-12-02 03:16:19 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
"2017-12-02 03:15:57 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
2017-12-02 03:13:39 CHEERS! 🥂 #pjssentryworld  #wisconsin #funtimes @ PJ's - SentryWorld https://t.co/osg4uykrUO,/neutral/,neutral,0.584
2017-12-02 03:13:09 #Badgers men's basketball preview: #Wisconsin vs. Ohio State https://t.co/rO1kYR1cVy,/neutral/,neutral,0.716
2017-12-02 03:10:25 RT @Trump_Videos: So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.569
2017-12-02 03:09:53 Tebow is a piece of work.  #Wisconsin doesn't deserve to be in the CFP if they're undefeated!? You're insane. SOS i… https://t.co/xtywGg5UNi,/neutral/,neutral,0.465
2017-12-02 03:09:42 RT @ORIGINPCCEO: Pabst Mansion in Milwaukee #Wisconsin https://t.co/HcNsW43Kfc,/neutral/,neutral,0.763
2017-12-02 03:08:11 RT @Trump_Videos: So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.569
2017-12-02 03:07:12 Milwaukee through the windows of Turner Hall. First time in this venue last night. What a cool place. #wisconsin #… https://t.co/0skYGLVmqK,/neutral/,neutral,0.642
"2017-12-02 03:06:10 Dear @wisconsingov, please fix I-43 north of #Milwaukee.  This has to be one of the worst stretches of interstate i… https://t.co/CcJBG82fjw",/neutral/,neutral,0.531
"2017-12-02 03:05:47 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
"2017-12-02 03:05:19 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
"2017-12-02 03:04:01 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
2017-12-02 03:02:25 Consider family hike at Interstate state parks https://t.co/6qIVEwDnC7 #Minnesota #Wisconsin #outdoors,/neutral/,neutral,0.723
2017-12-02 03:01:55 Channeled my inner Jacques Rougeau &amp; enforced “Canadian Rules” in the @UTL_Wrestling Title Match tonight in… https://t.co/fsZy94VqX2,/neutral/,neutral,0.69
"2017-12-02 03:01:03 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
2017-12-02 03:00:22 #FBF 2015 Sales &amp; Marketing Networking Forum. This year next Wednesday in Milwaukee @SniftersMKE… https://t.co/n75gBv8BGr,/neutral/,neutral,0.7
2017-12-02 03:00:12 Editorial: Wisconsin Coal Plant Is Closing for Good Reason https://t.co/7wA7rvpzoi #PowderRiverBasinCoal #Coal… https://t.co/pIHWWFowS8,/neutral/,neutral,0.626
2017-12-02 02:59:13 RT @DarrellImhoff: Citizens &amp; #Patriots of #Maine #Arizona #Tennessee #Alaska #Wisconsin CALL YOUR SENATOR’s OFFICE &amp; DEMAND that #SusanCol…,/neutral/,neutral,0.565
"2017-12-02 02:57:51 '01 Ford F-350, '27 Dodge Sedan &amp; More Vehicles #ForSale! #Neenah #Wisconsin. Find Details &amp; Bid at… https://t.co/iR8voUnASp",/neutral/,neutral,0.678
"2017-12-02 02:56:53 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
2017-12-02 02:56:11 Of course #Wisconsin.  Oooof course. #WisconsinWillDrinkYouUnderTheTable ,/neutral/,neutral,0.669
https://t.co/EPV67BZ5Wh,/neutral/,neutral,0.913
"2017-12-02 02:56:05 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
2017-12-02 02:50:56 @TindalIsland This coming from a guy who played with a bunch of convicts and couldn't throw a football...but reache… https://t.co/xf8qEZkRP2,/neutral/,neutral,0.65
"2017-12-02 02:50:34 #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.435
https://t.co/IgprNRiRtg,/neutral/,neutral,0.913
2017-12-02 02:50:00 RT @JGuhns: @SportsCenter @APostonNC I know what I’ll be dreaming of !! #wiscONsin https://t.co/fncQrewwF4,/neutral/,neutral,0.707
2017-12-02 02:49:12 Being at home with family is just the best. @BriBriMurray @RoshelleMurray #birthdaygirl #girlswin #wisconsin,/neutral/,neutral,0.47
2017-12-02 02:47:13 Work with us! Check it out https://t.co/r2WUWioHSm #thelakecountrymom #blogger #powerofamomblog #wisconsin... https://t.co/SdB5MwgLje,/neutral/,neutral,0.699
2017-12-02 02:45:38 My Mom and I just shared a deep fried brownie and I’m not sad about it. #DublinSquareIrishPub #DeepFriedBrownie… https://t.co/breXspXfUz,/negative/,negative,0.449
"2017-12-02 02:42:59 Sun setting today over Lake Mendota off of Warner Park in Madison, Wisconsin.",/neutral/,neutral,0.689
#wisconsin… https://t.co/XzsqQPA3q3,/neutral/,neutral,0.671
"2017-12-02 02:42:53 Hey #Wisconsin, the bill that @SenRonJohnson says he's voting for isn't even done being written yet. Our senator do… https://t.co/oCDmvqALMs",/neutral/,neutral,0.557
2017-12-02 02:42:06 #Hiring Remote Services Technician... in #GreenBay #Wisconsin #WorkFromHome #Fulltime #Job #Jobs https://t.co/KelLZcEjTQ,/neutral/,neutral,0.604
2017-12-02 02:38:50 RT @MKEBizJournal: Who doesn't love pizza? See what the restaurant will look like: @MyPizzaStudio first #Wisconsin location planned for Gle…,/neutral/,neutral,0.487
2017-12-02 02:38:50 RT @MKEBizJournal: Who doesn't love pizza? See what the restaurant will look like: @MyPizzaStudio first #Wisconsin location planned for Gle…,/neutral/,neutral,0.487
2017-12-02 02:36:57 @SenRonJohnson are you going to allow this and abandon the people of #wisconsin ?  If you vote for this farce you w… https://t.co/OvP0tJriry,/neutral/,neutral,0.712
"2017-12-02 02:36:37 RT @Jjerg: Another huge fail from @GovWalker &amp; @wisgop. Their lack of concern for #Wisconsin, our land, resources &amp; us is criminal.",/positive/,positive,0.386
#WIUnio…,/positive/,positive,0.436
2017-12-02 02:36:21 @SportsCenter @APostonNC I know what I’ll be dreaming of !! #wiscONsin https://t.co/fncQrewwF4,/neutral/,neutral,0.573
2017-12-02 02:35:20 Listening to episode 002 of @TheBinaryBros featuring @claybagel and myself while @kginger02 and I pack!… https://t.co/fDUttYATMh,/neutral/,neutral,0.623
"2017-12-02 02:35:17 #Minimalism is a very challenging genre of #photography, contrary to what the name implies. Don’t forget the negati… https://t.co/GO7RluVBHs",/neutral/,neutral,0.395
"2017-12-02 02:32:29 Sun setting today over the lagoon at Warner Park in Madison, Wisconsin.",/neutral/,neutral,0.641
#wisconsin… https://t.co/8vzjP3gQPd,/neutral/,neutral,0.671
"2017-12-02 02:32:21 Tonight - We take you to a ""sober"" high school in #Wisconsin &amp; explain why demand is growing @CBS58",/neutral/,neutral,0.511
"2017-12-02 02:32:21 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.488
2017-12-02 02:30:12 @Mikel_Jollett @divineem @SenJohnMcCain @SenRonJohnson how can you justify supporting this.  Its criminal. #VoteNoTaxScamBill #wisconsin,/positive/,positive,0.411
2017-12-02 02:25:55 Let me hear your picks? ,/neutral/,neutral,0.701
I got ,/neutral/,neutral,0.426
#Oklahoma,/neutral/,neutral,0.411
#Auburn,/neutral/,neutral,0.374
#Clemson,/neutral/,neutral,0.429
#Wisconsin https://t.co/0ky8OWEHkR,/neutral/,neutral,0.671
"2017-12-02 02:25:22 @TimTebow I normally love your analysis, but you are just WRONG on #Wisconsin. 100% wrong. Unbeaten #power5 conf ch… https://t.co/ykUauUCUHG",/neutral/,neutral,0.454
2017-12-02 02:24:39 #Wisconsin Just Quietly Disobeyed the Feds to Legalize #Hemp Farming Again https://t.co/4ByU3wrmXv via @The Free Thought Project,/neutral/,neutral,0.592
2017-12-02 02:24:06 Walker says he's watching Wisconsin-Ohio State game at home - WMTV https://t.co/yzKzydqzcK #Madison #Wisconsin,/neutral/,neutral,0.716
2017-12-02 02:23:57 RT @tornado_talk: #OTD in 1970 - 4 tornadoes were confirmed in #Wisconsin.  One tracked 31.9 miles through parts of Waupaca and Shawano Cou…,/neutral/,neutral,0.81
2017-12-02 02:21:34 #Wisconsin's 1st Congressional District #WI01 #Unity #FirePaulRyan Starts now #Racine #Kenosha #Burlington… https://t.co/o8r6fxboBY,/neutral/,neutral,0.534
"2017-12-02 02:21:23 #Wisconsin fans... this is what UW hoops recruiting is up against. If a kid wants a blue-blood, they aren’t picking… https://t.co/43tJU1fjs6",/neutral/,neutral,0.65
2017-12-02 02:20:38 Check out A Barn From The Past #Country https://t.co/BKxclY2kOm via @eBay #ebay #photography #farm #oldplaces… https://t.co/3VQzAbdOUO,/neutral/,neutral,0.697
"2017-12-02 02:20:37 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.569
"2017-12-02 02:20:35 So when will you be taking the time to study this legislation, @SenRonJohnson ? How do you know you're passing a bi… https://t.co/9SA6tOYiF1",/neutral/,neutral,0.741
2017-12-02 02:20:28 Another problem for @RealDonaldTrump: Unemployment rates have been rising in the Rust Belt for months: ,/neutral/,neutral,0.646
#Michigan:… https://t.co/PoDsqykt3f,/neutral/,neutral,0.575
2017-12-02 02:17:13 No !!! You're not what #Wisconsin needs.,/neutral/,neutral,0.425
#BlockHim ,/positive/,positive,0.436
#wiunion ,/neutral/,neutral,0.433
#wiright https://t.co/XDyMpeOyao,/neutral/,neutral,0.708
"2017-12-02 02:16:35 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.496
2017-12-02 02:16:30 RT @Trump_Videos: So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.51
2017-12-02 02:13:08 New #Manufacturing #Job: #ForkLiftDrivers #GreatNorthern #ChippewaFalls #Wisconsin FORKLIFT DRIVERS 2nd https://t.co/nk4LGwZesc #CareerCast,/neutral/,neutral,0.636
"2017-12-02 02:10:39 RT @KottiPillar: @mikefarb1 This is all in #Wisconsin, where @mikefarb1 + the #unhackthevote team have uncovered an entire nest of election…",/neutral/,neutral,0.648
2017-12-02 02:09:51 RT @MBJretail: Who doesn't love pizza? See what the restaurant will look like: @MyPizzaStudio first #Wisconsin location planned for Glendal…,/neutral/,neutral,0.59
2017-12-02 02:09:41 RT @Trump_Videos: So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.569
"2017-12-02 02:09:27 In case you missed it, check out ""Delivery Complete"" https://t.co/WaFCFFGEvB #HUD #wisconsin #Charity https://t.co/zJZfVTNqlQ",/neutral/,neutral,0.647
"2017-12-02 02:08:22 No Show Tonight! Come see @KJaythecomedian tomorrow night! Jamie Blanchard will be there too, see GIF below. 🎫… https://t.co/X6UsybJAFh",/neutral/,neutral,0.671
2017-12-02 02:08:13 RT @Trump_Videos: So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.569
2017-12-02 02:08:05 RT @Trump_Videos: So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.569
2017-12-02 02:07:16 So tired of Rat Ryan - please #Wisconsin Vote Paul Nehlen to take his place https://t.co/0J1FIyE863,/neutral/,neutral,0.559
2017-12-02 02:05:07 A #Wisconsin state legislator is accused of kissing women without their consent at political events. We talk to the… https://t.co/MyTjYfI2i6,/neutral/,neutral,0.675
2017-12-02 02:03:11 New #Manufacturing #Job: #CareerFair #ITWDeltarFasteners #ChippewaFalls #Wisconsin Career Fair Wednesday https://t.co/h73Azrzxos #CareerCast,/neutral/,neutral,0.629
"2017-12-02 02:00:10 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 01:59:21 #Wisconsin's 1st Congressional District #WI01 #Unity Fire #PaulRyan,/neutral/,neutral,0.605
#Racine #Kenosha #Burlington #Janesville Bits o… https://t.co/kUkIffN6C5,/neutral/,neutral,0.419
"2017-12-02 01:57:43 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
"2017-12-02 01:57:33 RT @JGuhns: So I’ve trying to go over some set list, and just find myself writing. #singersongwriter #Wisconsin #midwestoutlawmusic",/neutral/,neutral,0.554
2017-12-02 01:56:51 #WEDC #Life in #Wisconsin is a #fantasy #norespect https://t.co/3fa7UQGWTH,/neutral/,neutral,0.581
2017-12-02 01:55:18 New #Retail #Job: #ForkLiftDrivers #GreatNorthern #ChippewaFalls #Wisconsin FORKLIFT DRIVERS 2nd Shift https://t.co/N2wiRVMLcb #CareerCast,/neutral/,neutral,0.645
"2017-12-02 01:53:11 So I’ve trying to go over some set list, and just find myself writing. #singersongwriter #Wisconsin #midwestoutlawmusic",/neutral/,neutral,0.595
2017-12-02 01:52:24 Ryan and McConnell both/Viper snakes in our government/They are corrupt/They only care about the money from big don… https://t.co/b5w41Vj2Hl,/neutral/,neutral,0.492
"2017-12-02 01:51:00 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 01:50:24 Discover historical and geological wonders along the St. Croix Riverway https://t.co/cPQm4qrNKi #minnesota #wisconsin #stcroixriver,/neutral/,neutral,0.707
2017-12-02 01:50:11 OHIO STATE QB BARRETT GAME-TIME DECISION VS BADGERS,/neutral/,neutral,0.678
#CollegeFootball #NCAA #B1G #BigTen #B1GFootball… https://t.co/uiIVpBPRWt,/neutral/,neutral,0.435
2017-12-02 01:49:14 RT @JLaurel75: Glorious sunset tonight.,/neutral/,neutral,0.705
#Wisconsin #nofilterneeded https://t.co/4myriwcffp,/neutral/,neutral,0.586
2017-12-02 01:49:14 New #Job: #CareerFair #ITWDeltarFasteners #ChippewaFalls #Wisconsin Career Fair Wednesday December 13 https://t.co/EvZHkXlYz2 #CareerCast,/neutral/,neutral,0.716
"2017-12-02 01:48:13 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 01:46:44 RT @PhilHands: #Bucky roast the #Buckeyes to get in the holiday spirit @buckybadger #Wisconsin #wisfb #OhioState @BadgerFootball https://t.…,/neutral/,neutral,0.676
2017-12-02 01:45:03 Take a peek behind the scenes as the #Wisconsin #Badgers prepare for the Big Ten Championship game… https://t.co/cZPL61zHOJ,/neutral/,neutral,0.661
2017-12-02 01:44:15 New #Job: #ExtendedCoverageDispatcher #MARTENTRANSPORT #Mondovi #Wisconsin EXTENDED COVERAGE DISPATCHER https://t.co/FEVuvQUyFm #CareerCast,/neutral/,neutral,0.663
2017-12-02 01:43:10 He is too stupid to take the hint/The people of #Wisconsin have got to be smarter than to re-elect him/He is a vipe… https://t.co/dpRDsGWDA2,/neutral/,neutral,0.395
"2017-12-02 01:41:34 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.496
2017-12-02 01:40:48 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.723
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 01:39:11 New #Job: #ExcellentEmploymentOpportunities #Menards #EauClaire #Wisconsin Excellent Employment https://t.co/Fqh2I7IA0g #CareerCast,/neutral/,neutral,0.542
2017-12-02 01:36:52 @ILYAmerica @SarahKSilverman @IronStache @SpeakerRyan I will be following Mr. Bryce until then- #PaulRyan has got t… https://t.co/0reRmS0cTZ,/neutral/,neutral,0.581
2017-12-02 01:36:06 #Wisconsin Just Quietly Disobeyed the Feds to #LegalizeHemp Farming Again https://t.co/oW4DkfF9up via @The Free Thought Project,/neutral/,neutral,0.592
"2017-12-02 01:34:57 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.488
2017-12-02 01:34:13 New #Job: #ForkLiftDrivers #GreatNorthern #ChippewaFalls #Wisconsin FORKLIFT DRIVERS 2nd Shift We help https://t.co/E68T2I9JvQ #CareerCast,/neutral/,neutral,0.563
"2017-12-02 01:33:21 So much ""love"" out there for our #Badgers.   We always played best as underdogs anyway.  Our guys have done everyth… https://t.co/ayOPv3DeVF",/positive/,positive,0.818
"2017-12-02 01:29:18 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
"2017-12-02 01:28:41 Over 11,000 people are playing in the 🔥FireFan Sports League🔥 Download the FireFan app Free &amp; play. It's a blast!… https://t.co/auZ6NtYRhe",/neutral/,neutral,0.678
"2017-12-02 01:25:12 Don't pay full price for your Lyft, use this code CODE to use: ZOOT *** Columbia County #Wisconsin",/neutral/,neutral,0.555
"2017-12-02 01:25:02 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 01:24:14 New #Job: #MaintenanceTechnician #GreatNorthern #ChippewaFalls #Wisconsin GREAT NORTHERN Great https://t.co/gK1r3S9PZ3 #CareerCast,/positive/,positive,0.589
2017-12-02 01:22:41 RT @HannahMeadows_: #regram @taylormomsen ・・・,/neutral/,neutral,0.707
Getting ready to leave for #sonicboom #louderthanlife #wisconsin #kentucky #tprtour2017 … htt…,/positive/,positive,0.404
"2017-12-02 01:21:34 #Wisconsin, #Arizona, #Indiana, #Kansas, #Maine, #Kentucky - keep calling https://t.co/xBGdbe9qYM",/neutral/,neutral,0.561
2017-12-02 01:21:11 RT @tornado_talk: #OTD in 1970 - 4 tornadoes were confirmed in #Wisconsin.  One tracked 31.9 miles through parts of Waupaca and Shawano Cou…,/neutral/,neutral,0.81
"2017-12-02 01:20:07 #Wisconsin Creates a New Type of For-Profit Business Entity: ""Benefit Corporations"" https://t.co/eE55mYJWYz #Corporation",/neutral/,neutral,0.746
2017-12-02 01:17:09 Paul Chryst going for his 53rd Win all time and 34th win at #Wisconsin ,/neutral/,neutral,0.485
Lucas Oil Stadium=53,/neutral/,neutral,0.6
Indiana=34… https://t.co/VGWISjBcD7,/neutral/,neutral,0.49
2017-12-02 01:17:05 Madison Common Council looks at harassment training - https://t.co/J70QcSPOEW - WISC-TV3 https://t.co/5UL15Ei6kF #Madison #Wisconsin,/neutral/,neutral,0.748
2017-12-02 01:16:23 RT @madisondotcom: Two women say #Wisconsin lawmaker kissed them without consent https://t.co/jdJD18caTi https://t.co/Ll2RDv17sR,/neutral/,neutral,0.759
2017-12-02 01:14:38 #Wisconsin's 1st Congressional District #WI01 #Unity #FirePaulRyan,/neutral/,neutral,0.541
#Racine #Kenosha #Burlington #Janesville Bits of… https://t.co/apA15FUs1r,/neutral/,neutral,0.424
2017-12-02 01:14:23 RT @tornado_talk: #OTD in 1970 - 4 tornadoes were confirmed in #Wisconsin.  One tracked 31.9 miles through parts of Waupaca and Shawano Cou…,/neutral/,neutral,0.81
2017-12-02 01:14:15 RT @MarkKassMBJ: Who doesn't love pizza? See what the restaurant will look like: @MyPizzaStudio first #Wisconsin location planned for Glend…,/neutral/,neutral,0.582
"2017-12-02 01:13:54 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
"2017-12-02 01:13:08 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 01:11:40 “Oh my GOD and look at THIS it is so Serpico....”   -Mom as we witness undercover drug-bust of 6 young people lined… https://t.co/d3apohdmjW,/neutral/,neutral,0.45
2017-12-02 01:10:07 Two women say #Wisconsin lawmaker kissed them without consent https://t.co/jdJD18caTi https://t.co/Ll2RDv17sR,/neutral/,neutral,0.716
"2017-12-02 01:09:03 Four arrested in Green Bay carjacking, robbery and beating WBAY GREEN BAY, Wis. (WBAY) Four people, ages 22 or youn… https://t.co/1n2xfONrIN",/neutral/,neutral,0.63
"2017-12-02 01:08:11 @espn @TimTebow #Wisconsin #Alabama the problem with your commentary is the word ""IF"" and ""PROBABLY""! My old colleg… https://t.co/v2R5A0e1wM",/neutral/,neutral,0.595
"2017-12-02 01:07:13 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 01:06:26 RT @macsloth: Assholes. #Oshkosh #Wisconsin https://t.co/lQcjvI1Gpd,/neutral/,neutral,0.749
2017-12-02 01:05:38 Playoff #Chaos ,/neutral/,neutral,0.583
#USC (11)wins #Stanford (14),/positive/,positive,0.527
#TCU (10)over #Oklahoma (2),/neutral/,neutral,0.509
#UCF (12) over #memphis (16),/neutral/,neutral,0.51
#OhioState (8… https://t.co/X3Me6BAPDW,/neutral/,neutral,0.841
2017-12-02 01:04:08 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.723
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 01:03:56 Assholes. #Oshkosh #Wisconsin https://t.co/lQcjvI1Gpd,/neutral/,neutral,0.703
2017-12-02 01:01:45 Bet there will be lots of people across southern #Wisconsin golfing this weekend! And it’s December! Both Saturday… https://t.co/kIoSakozNp,/neutral/,neutral,0.677
2017-12-02 01:00:57 The sky was on fire tonight!😍❤️🔥 #WI #Wisconsin #Oshkosh https://t.co/1wgqkSUn9x,/neutral/,neutral,0.612
2017-12-02 01:00:40 #FBF 2016 Sales &amp; Marketing Networking Forum. This year next Wednesday @SniftersMKE https://t.co/Pkjp9UQL7H #winter… https://t.co/xPvpL7hEXO,/neutral/,neutral,0.741
2017-12-02 00:58:16 Don't claim to know anything about college football (#Wisconsin &amp; #UCF hold top 2 spots in my #CFBPlayoff ranking)… https://t.co/scMhJGqzC4,/neutral/,neutral,0.471
2017-12-02 00:58:06 RT @McNamaraRivals: State of #Wisconsin's 2018 class: December Edition:,/neutral/,neutral,0.762
https://t.co/iPnSn2SbhE,/neutral/,neutral,0.913
2017-12-02 00:57:08 RT @AshleySears6: The sky right now 🙌🙌🙌 #wisconsin #sunset #nofilter https://t.co/NXObDVfLDe,/neutral/,neutral,0.722
2017-12-02 00:56:55 @SpeakerRyan We're waiting &amp; watching you from #Wisconsin When will you actually Do.Your.Job? #Shameful #wipolitics… https://t.co/vJkHSugm50,/neutral/,neutral,0.524
2017-12-02 00:56:07 UNSEASONABLY WARM thru Monday across southern #Wisconsin-here’s my forecast:,/neutral/,neutral,0.68
"Sat: Sunny, low 50s",/neutral/,neutral,0.553
"Sun: Sunny, mid 50… https://t.co/etmZMeZDVE",/neutral/,neutral,0.75
"2017-12-02 00:54:32 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.496
2017-12-02 00:52:24 Come park with us tomorrow for the BIG 10 Championship! We will open up parking at 10:30am! We are at 135 W McCarty… https://t.co/3e6Z6hqTOu,/neutral/,neutral,0.642
2017-12-02 00:50:29 RT @KottiPillar: @SenBobCorker @SenRonJohnson Don't let @SenRonJohnson LIE TO #WISCONSIN. ,/neutral/,neutral,0.584
Cuts to MEDICARE and SOCIAL SECURITY are NEXT.…,/neutral/,neutral,0.424
2017-12-02 00:50:26 New #Transportation #Job: #ClassARouteDrivers #EBYBrownCo #EauClaire #Wisconsin Now Hiring Class A Route https://t.co/HKbZwIYEo1 #CareerCast,/neutral/,neutral,0.64
2017-12-02 00:48:17 ANYONE who buys a bond to foot this transfer of wealth from the people of #Wisconsin to a foreign Corp attached to… https://t.co/LqyI3gRbb1,/neutral/,neutral,0.723
2017-12-02 00:48:12 New #Manufacturing #Job: #CurrentOpenings #GlobalFinishing #Osseo #Wisconsin Current Openings Electrical https://t.co/lJbCunaElt #CareerCast,/neutral/,neutral,0.647
2017-12-02 00:47:03 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.723
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
